id,source,query
NG155_Rationale and impact: Assessing sleep and the psychological impact of tinnitus - Part 2,NG155,What are the recommended tools for assessing depression and anxiety in patients with tinnitus?
NG155_Rationale and impact: Audiological assessment,NG155,What are the recommended audiological assessments for patients with tinnitus according to NICE guidelines?
NG155_Rationale and impact: Psychoacoustic tests,NG155,Should psychoacoustic tests be used in the assessment of tinnitus?
NG155_Rationale and impact: Imaging to investigate the cause of non-pulsatile tinnitus,NG155,When should imaging be used to investigate non-pulsatile tinnitus?
NG155_Rationale and impact: Imaging to investigate the cause of pulsatile tinnitus,NG155,What is the recommended imaging approach for diagnosing the cause of pulsatile tinnitus?
NG155_Rationale and impact: Amplification devices & Rationale and impact: Sound therapy,NG155,What are the indications for using amplification devices in adults and children with tinnitus and hearing loss?
NG155_Rationale and impact: Psychological therapies for people with tinnitus-related distress - Part 1,NG155,What are the recommended psychological therapies for managing tinnitus-related distress?
NG155_Rationale and impact: Psychological therapies for people with tinnitus-related distress - Part 2,NG155,What are the recommended psychological therapies for tinnitus management according to NICE guidelines?
NG155_Rationale and impact: Betahistine & Rationale and impact: Combining therapies,NG155,What are the recommended treatments for tinnitus according to NICE guidelines?
NG155_Rationale and impact: Neuromodulation & Context,NG155,What is the current evidence on the safety and effectiveness of neuromodulation therapies for tinnitus management?
NG156_Abdominal aortic aneurysm: diagnosis and management & Overview,NG156,What are the recommended methods for diagnosing and monitoring abdominal aortic aneurysms?
NG156_Recommendations: 1.1 Diagnosis - Part 1,NG156,What are the risk factors and screening recommendations for abdominal aortic aneurysm detection in men and women?
NG156_Recommendations: 1.1 Diagnosis - Part 2,NG156,What are the clinical signs and risk factors indicating a possible ruptured abdominal aortic aneurysm?
NG156_Recommendations: 1.1 Diagnosis - Part 3,NG156,What information should be provided to patients diagnosed with an abdominal aortic aneurysm?
NG156_Recommendations: 1.1 Diagnosis - Part 4,NG156,Why are some patients with small or unfit AAAs not suitable for repair according to NICE guidelines?
NG156_Recommendations: 1.2 Monitoring and reducing the risk of rupture,NG156,What are the recommended monitoring and risk reduction strategies for abdominal aortic aneurysm?
NG156_Recommendations: 1.3 Emergency transfer to regional vascular services - Part 1,NG156,What are the criteria for transferring patients with suspected or confirmed ruptured abdominal aortic aneurysm to regional vascular services?
NG156_Recommendations: 1.3 Emergency transfer to regional vascular services - Part 2,NG156,What is the recommended approach to volume resuscitation during transfer of patients with suspected ruptured abdominal aortic aneurysm?
NG156_Recommendations: 1.4 Predicting and improving surgical outcomes - Part 1,NG156,What are the recommended preoperative assessments for elective repair of unruptured abdominal aortic aneurysm?
NG156_Recommendations: 1.4 Predicting and improving surgical outcomes - Part 2,NG156,Should risk assessment tools be used to determine suitability for aneurysm repair in ruptured AAA cases?
NG156_Recommendations: 1.4 Predicting and improving surgical outcomes - Part 3,NG156,Should preoperative beta blockers be used for abdominal aortic aneurysm repair?
NG156_Recommendations: 1.5 Repairing unruptured aneurysms - Part 1,NG156,When should unruptured abdominal aortic aneurysms be repaired?
NG156_Recommendations: 1.5 Repairing unruptured aneurysms - Part 2,NG156,When should endovascular aneurysm repair be considered for unruptured abdominal aortic aneurysm patients with comorbidities?
NG156_Recommendations: 1.5 Repairing unruptured aneurysms - Part 3,NG156,Should epidural analgesia be used during open surgical repair of unruptured abdominal aortic aneurysm?
NG156_Recommendations: 1.6 Repairing ruptured aneurysms - Part 1,NG156,What are the recommended surgical options for repairing ruptured abdominal aortic aneurysms?
NG156_Recommendations: 1.6 Repairing ruptured aneurysms - Part 2,NG156,What is the recommended anesthesia approach for EVAR in ruptured abdominal aortic aneurysm?
NG156_Recommendations: 1.7 Monitoring for complications after endovascular aneurysm repair,NG156,What is the recommended surveillance protocol for monitoring complications after endovascular aneurysm repair?
NG156_Recommendations: 1.8 Managing endoleaks after endovascular aneurysm repair,NG156,What are the recommended management options for endoleaks after endovascular aneurysm repair?
NG156_Recommendations: Terms used in this guideline,NG156,What is the difference between standard and complex EVAR procedures?
NG156_Recommendations for research: Key recommendations for research - Part 1,NG156,What is the optimal monitoring frequency and repair threshold for unruptured abdominal aortic aneurysms?
NG156_Recommendations for research: Key recommendations for research - Part 2 & Recommendations for research: Other recommendations for research,NG156,What are the benefits and harms of macrolides for reducing abdominal aortic aneurysm growth and rupture risk?
NG156_Rationale and impact: Identifying asymptomatic abdominal aortic aneurysms,NG156,What are the risk factors and screening recommendations for asymptomatic abdominal aortic aneurysms?
NG156_Rationale and impact: Identifying symptomatic or ruptured abdominal aortic aneurysms,NG156,What are the key signs and symptoms of a ruptured abdominal aortic aneurysm?
NG156_Rationale and impact: Imaging technique,NG156,What is the recommended imaging technique for assessing abdominal aortic aneurysm before repair?
NG156_Rationale and impact: Providing information to people with a diagnosed AAA,NG156,What information should be provided to patients with a diagnosed abdominal aortic aneurysm who are not undergoing repair?
NG156_Rationale and impact: Reducing the risk of rupture,NG156,What are the recommended management strategies to reduce the risk of rupture in patients with abdominal aortic aneurysm?
NG156_Rationale and impact: Monitoring the risk of rupture,NG156,What are the recommended ultrasound surveillance intervals for abdominal aortic aneurysm monitoring according to NICE guidelines?
NG156_Rationale and impact: Emergency transfer to regional vascular services,NG156,What are the criteria for emergency transfer of patients with ruptured abdominal aortic aneurysm to regional vascular services?
NG156_Rationale and impact: Supporting people during transfer,NG156,What are the recommended practices for fluid management during transfer of patients with ruptured abdominal aortic aneurysm?
NG156_Rationale and impact: Predicting surgical outcomes in unruptured aneurysms,NG156,What are the recommended preoperative assessments for predicting surgical outcomes in unruptured aneurysm repair?
NG156_Rationale and impact: Predicting surgical outcomes for ruptured aneurysms,NG156,What are the recommended methods for assessing surgical risk in patients with ruptured abdominal aortic aneurysm?
NG156_Rationale and impact: Improving surgical outcomes,NG156,Should beta blockers be used routinely before abdominal aortic aneurysm repair?
NG156_Rationale and impact: Repairing unruptured aneurysms - Part 1,NG156,What are the criteria for repairing unruptured abdominal aortic aneurysms according to NICE guidelines?
NG156_Rationale and impact: Repairing unruptured aneurysms - Part 2,NG156,What are the considerations for choosing EVAR versus open surgical repair in patients with complex abdominal co-pathologies?
NG156_Rationale and impact: Repairing unruptured aneurysms - Part 3,NG156,What are the indications and considerations for using complex EVAR versus open surgical repair in unruptured abdominal aortic aneurysm?
NG156_Rationale and impact: Repairing unruptured aneurysms - Part 4,NG156,What are the current outcomes and cost considerations for open surgical repair versus EVAR for abdominal aortic aneurysm?
NG156_Rationale and impact: Repairing unruptured aneurysms - Part 5,NG156,What are the current NICE guidelines for the management and surgical repair of unruptured abdominal aortic aneurysms?
NG156_Rationale and impact: Anaesthesia and analgesia during unruptured aneurysm repair,NG156,What are the benefits of using epidural anesthesia in open surgical repair of unruptured abdominal aortic aneurysm?
NG156_Rationale and impact: Repairing ruptured aneurysms - Part 1,NG156,What are the recommended techniques for repairing ruptured abdominal aortic aneurysms according to NICE guidelines?
NG156_Rationale and impact: Repairing ruptured aneurysms - Part 2,NG156,What is the evidence for using tranexamic acid to reduce blood loss in ruptured abdominal aortic aneurysm repair?
NG156_Rationale and impact: Anaesthesia and analgesia during ruptured aneurysm repair & Rationale and impact: Abdominal compartment syndrome,NG156,What are the anesthesia options for ruptured abdominal aortic aneurysm repair?
NG156_Rationale and impact: Monitoring for complications after endovascular aneurysm repair - Part 1,NG156,What is the recommended imaging surveillance protocol after endovascular aneurysm repair?
NG156_Rationale and impact: Monitoring for complications after endovascular aneurysm repair - Part 2,NG156,What is the most accurate imaging technique for detecting endoleaks after endovascular aneurysm repair?
NG156_Rationale and impact: Managing endoleaks after endovascular aneurysm repair,NG156,What are the recommended management strategies for endoleaks after endovascular aneurysm repair?
NG156_Context,NG156,What are the risk factors and screening recommendations for abdominal aortic aneurysm in men and women?
"NG157_Joint replacement (primary): hip, knee and shoulder & Overview & Recommendations: 1.1 Shared decision making and information for people offered hip, knee or shoulder replacement - Part 1",NG157,"What information should I receive about hip, knee, or shoulder replacement surgery and its risks?"
"NG157_Recommendations: 1.1 Shared decision making and information for people offered hip, knee or shoulder replacement - Part 2",NG157,What are the recommended steps for preoperative preparation and postoperative recovery in elective joint replacement surgery?
NG157_Recommendations: 1.2 Preoperative rehabilitation,NG157,What preoperative exercises and lifestyle changes are recommended for patients undergoing hip or knee replacement?
NG157_Recommendations: 1.3 Anaesthesia and analgesia - Part 1,NG157,What are the recommended anaesthesia options for elective hip and knee replacement surgeries?
NG157_Recommendations: 1.3 Anaesthesia and analgesia - Part 2,NG157,What are the recommended anaesthesia options for primary elective shoulder replacement?
NG157_Recommendations: 1.4 Tranexamic acid to minimise blood loss,NG157,What are the NICE recommendations for using tranexamic acid to reduce blood loss in joint replacement surgery?
NG157_Recommendations: 1.5 Preventing infections,NG157,"What are the recommended practices for infection prevention during primary elective hip, knee, or shoulder replacement surgery?"
NG157_Recommendations: 1.6 Avoiding implant selection errors,NG157,What are the recommended intraoperative checks to prevent implant selection errors during joint replacement surgery?
NG157_Recommendations: 1.7 Procedures for primary elective knee replacement,NG157,What are the recommendations for choosing between partial and total knee replacement in osteoarthritis?
NG157_Recommendations: 1.8 Surgical approaches and implants for primary elective hip replacement,NG157,What are the recommended surgical approaches and implant options for primary elective hip replacement?
NG157_Recommendations: 1.9 Procedures for primary elective shoulder replacement,NG157,What are the indications for total shoulder replacement in osteoarthritis without rotator cuff tear?
NG157_Recommendations: 1.10 Postoperative care - Part 1,NG157,"What is the recommended postoperative rehabilitation approach for patients after hip, knee, or shoulder replacement surgery?"
NG157_Recommendations: 1.10 Postoperative care - Part 2,NG157,What are the recommendations for outpatient rehabilitation after orthopedic surgery?
NG157_Recommendations: 1.11 Long-term care,NG157,When should primary care practitioners refer patients with joint replacement to orthopaedic services for worsening symptoms?
NG157_Recommendations for research: Key recommendations for research - Part 1,NG157,"What is the effectiveness of preoperative rehabilitation for hip, knee, or shoulder replacement performed at least 2 months before surgery?"
NG157_Recommendations for research: Key recommendations for research - Part 2,NG157,What is the clinical and cost effectiveness of conventional versus reverse total shoulder arthroplasty for primary shoulder replacement in adults with osteoarthritis and no rotator cuff tear?
NG157_Recommendations for research: Other recommendations for research - Part 1,NG157,What are the best decision aids to support shared decision-making in elective joint replacement?
NG157_Recommendations for research: Other recommendations for research - Part 2,NG157,What are the benefits and risks of different surgical approaches in primary elective hip replacement?
NG157_Recommendations for research: Other recommendations for research - Part 3,NG157,"What are the recommended strategies for supporting rehabilitation after hip, knee, or shoulder replacement in patients with additional needs such as dementia or multiple medical conditions?"
"NG157_Rationale and impact: Shared decision making and information for people offered hip, knee or shoulder replacement",NG157,"What information should be provided to patients about treatment options for hip, knee, or shoulder replacement?"
NG157_Rationale and impact: Decision aids for elective joint replacement,NG157,What are the key components of effective decision aids for elective joint replacement?
NG157_Rationale and impact: Preoperative rehabilitation,NG157,What are the benefits of preoperative rehabilitation for hip and knee replacement surgery?
NG157_Rationale and impact: Anaesthesia and analgesia for hip replacement,NG157,What are the recommended anaesthesia and analgesia options for hip replacement surgery?
NG157_Rationale and impact: Anaesthesia and analgesia for knee replacement,NG157,What is the most effective anaesthesia and analgesia approach for knee replacement surgery?
NG157_Rationale and impact: Anaesthesia and analgesia for shoulder replacement,NG157,What are the recommended anaesthesia options for shoulder replacement surgery?
NG157_Rationale and impact: Tranexamic acid to minimise blood loss,NG157,What is the recommended use of tranexamic acid to reduce blood loss in joint replacement surgery?
NG157_Rationale and impact: Preventing infections,NG157,What are the recommended practices for preventing surgical site infections in joint replacement surgery?
NG157_Rationale and impact: Avoiding implant selection errors,NG157,What are effective strategies to prevent implant selection errors during surgery?
NG157_Rationale and impact: Partial and total knee replacement,NG157,What are the benefits and risks of partial versus total knee replacement for osteoarthritis?
NG157_Rationale and impact: Patella resurfacing,NG157,What are the benefits and cost-effectiveness of patella resurfacing in knee replacement surgery?
NG157_Rationale and impact: Surgical approaches for primary elective hip replacement,NG157,Which surgical approach is recommended for primary elective hip replacement?
NG157_Rationale and impact: Shoulder replacement for osteoarthritis with no rotator cuff tear & Rationale and impact: Shoulder replacement for pain and functional loss for people with a previous proximal humeral fracture,NG157,What are the recommended surgical options for shoulder replacement in osteoarthritis without rotator cuff tear?
NG157_Rationale and impact: Inpatient rehabilitation,NG157,What is the recommended timing for inpatient rehabilitation after hip or knee replacement surgery?
NG157_Rationale and impact: Outpatient rehabilitation,NG157,"What are the recommended outpatient rehabilitation options after hip, knee, or shoulder replacement?"
NG157_Rationale and impact: Long-term care & Context,NG157,What are the recommended follow-up procedures after joint replacement surgery?
"NG158_Venous thromboembolic diseases: diagnosis, management and thrombophilia testing & Overview",NG158,What are the recommended diagnostic and management strategies for venous thromboembolic diseases in adults?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 1,NG158,What are the recommended initial diagnostic steps for suspected deep vein thrombosis (DVT)?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 2,NG158,What is the recommended management for suspected deep vein thrombosis when ultrasound results are delayed?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 3,NG158,What is the recommended management for suspected deep vein thrombosis with negative ultrasound and D-dimer test results?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 4,NG158,What are the recommended actions for managing suspected deep vein thrombosis based on ultrasound scan results in COVID-19 patients?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 5,NG158,What are the indications for using the PERC rule in diagnosing pulmonary embolism?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 6,NG158,What is the recommended imaging approach for suspected pulmonary embolism based on Wells score?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 7,NG158,What are the recommended diagnostic and management strategies for suspected pulmonary embolism according to NICE guidelines?
NG158_Recommendations: 1.1 Diagnosis and initial management - Part 8,NG158,What are the recommended management steps for suspected DVT or PE when D-dimer results are delayed?
NG158_Recommendations: 1.2 Outpatient treatment for low-risk PE,NG158,What are the criteria for outpatient treatment of low-risk pulmonary embolism?
NG158_Recommendations: 1.3 Anticoagulation treatment for suspected or confirmed DVT or PE - Part 1,NG158,What are the NICE guidelines for initiating interim anticoagulation in suspected DVT or PE?
NG158_Recommendations: 1.3 Anticoagulation treatment for suspected or confirmed DVT or PE - Part 2,NG158,What are the recommended anticoagulation treatments for confirmed DVT or PE according to NICE guidelines?
NG158_Recommendations: 1.3 Anticoagulation treatment for suspected or confirmed DVT or PE - Part 3,NG158,What is the recommended anticoagulation management for DVT or PE with renal impairment?
NG158_Recommendations: 1.3 Anticoagulation treatment for suspected or confirmed DVT or PE - Part 4,NG158,What are the recommended anticoagulation options for patients with proximal DVT or PE and renal impairment?
NG158_Recommendations: 1.3 Anticoagulation treatment for suspected or confirmed DVT or PE - Part 5,NG158,What are the recommended anticoagulation options for treating DVT or PE in patients with active cancer?
NG158_Recommendations: 1.3 Anticoagulation treatment for suspected or confirmed DVT or PE - Part 6,NG158,What are the NICE guidelines for pharmacological treatment of deep vein thrombosis and pulmonary embolism?
NG158_Recommendations: 1.4 Long-term anticoagulation for secondary prevention - Part 1,NG158,What are the recommendations for long-term anticoagulation after proximal DVT or PE?
NG158_Recommendations: 1.4 Long-term anticoagulation for secondary prevention - Part 2,NG158,How should long-term anticoagulation be managed in patients with unprovoked DVT or PE and low bleeding risk?
NG158_Recommendations: 1.4 Long-term anticoagulation for secondary prevention - Part 3,NG158,What are the recommendations for using aspirin as an alternative to anticoagulation in patients who decline continued treatment for DVT or PE?
NG158_Recommendations: 1.5 Information and support for people having anticoagulation treatment,NG158,"What information should be provided to patients on anticoagulation therapy regarding medication use, side effects, and lifestyle considerations?"
NG158_Recommendations: 1.6 Thrombolytic therapy,NG158,What are the indications for thrombolytic therapy in deep vein thrombosis and pulmonary embolism?
NG158_Recommendations: 1.7 Mechanical interventions,NG158,When should an inferior vena cava filter be considered for patients with deep vein thrombosis or pulmonary embolism?
NG158_Recommendations: 1.8 Investigations for cancer,NG158,Should patients with unprovoked DVT or PE be routinely screened for cancer?
NG158_Recommendations: 1.9 Thrombophilia testing,NG158,When should thrombophilia testing be considered for patients with unprovoked DVT or PE?
NG158_Recommendations: Terms used in this guideline,NG158,What is the definition of active cancer in NICE guidelines for thrombosis management?
NG158_Recommendations for research: Key recommendations for research - Part 1,NG158,What is the clinical and cost effectiveness of inferior vena caval filters in treating venous thromboembolism?
NG158_Recommendations for research: Key recommendations for research - Part 2,NG158,What is the accuracy of prediction tools versus clinical judgment for VTE recurrence and bleeding risk in unprovoked DVT or PE?
NG158_Recommendations for research: Other recommendations for research,NG158,What is the most effective pharmacological treatment for DVT or PE in people who use intravenous drugs?
NG158_Rationale and impact: Diagnosis and initial management in people with COVID‑19 - Part 1,NG158,What are the current recommendations for diagnosing pulmonary embolism in people with COVID-19?
NG158_Rationale and impact: Diagnosis and initial management in people with COVID‑19 - Part 2,NG158,When should anticoagulation be stopped in COVID-19 patients receiving respiratory support despite negative imaging results?
NG158_Rationale and impact: D‑dimer testing,NG158,What are the recommendations for D-dimer testing in diagnosing venous thromboembolism?
NG158_Rationale and impact: Pulmonary embolism rule-out criteria (the PERC rule) - Part 1,NG158,What are the criteria for using the PERC rule to rule out pulmonary embolism?
NG158_Rationale and impact: Pulmonary embolism rule-out criteria (the PERC rule) - Part 2,NG158,"How should the PERC rule be applied in patients with suspected pulmonary embolism, especially in those with COVID-19?"
NG158_Rationale and impact: Outpatient treatment for low-risk pulmonary embolism,NG158,What are the benefits and safety considerations of outpatient treatment for low-risk pulmonary embolism?
NG158_Rationale and impact: Anticoagulation treatment for suspected or confirmed deep vein thrombosis or pulmonary embolism - Part 1,NG158,What are the recommended anticoagulation treatments for suspected or confirmed deep vein thrombosis and pulmonary embolism?
NG158_Rationale and impact: Anticoagulation treatment for suspected or confirmed deep vein thrombosis or pulmonary embolism - Part 2,NG158,What are the recommended anticoagulant options for treating deep vein thrombosis or pulmonary embolism in patients at extremes of body weight?
NG158_Rationale and impact: Anticoagulation treatment for suspected or confirmed deep vein thrombosis or pulmonary embolism - Part 3,NG158,What is the recommended anticoagulation treatment for pulmonary embolism with haemodynamic instability?
NG158_Rationale and impact: Anticoagulation treatment for suspected or confirmed deep vein thrombosis or pulmonary embolism - Part 4,NG158,What are the current recommendations for choosing anticoagulant therapy for venous thromboembolism in people with active cancer?
NG158_Rationale and impact: Anticoagulation treatment for suspected or confirmed deep vein thrombosis or pulmonary embolism - Part 5,NG158,What is the recommended anticoagulation treatment for people with DVT or PE and triple positive antiphospholipid syndrome?
NG158_Rationale and impact: Long-term anticoagulation for secondary prevention - Part 1,NG158,When should long-term anticoagulation be stopped after treatment for DVT or PE?
NG158_Rationale and impact: Long-term anticoagulation for secondary prevention - Part 2,NG158,What are the recommendations for continuing or switching anticoagulant therapy beyond 3 months in patients with VTE?
NG158_Rationale and impact: Long-term anticoagulation for secondary prevention - Part 3,NG158,What are the recommendations for stopping or continuing anticoagulation therapy after a VTE?
NG158_Rationale and impact: Inferior vena caval filters - Part 1,NG158,When should inferior vena caval filters be used in patients with venous thromboembolism?
NG158_Rationale and impact: Inferior vena caval filters - Part 2,NG158,When should IVC filters be considered for patients with pulmonary embolism on anticoagulation therapy?
NG158_Rationale and impact: Investigations for cancer,NG158,Should patients with unprovoked deep vein thrombosis or pulmonary embolism undergo cancer screening if they have no signs or symptoms?
NG158_Context,NG158,What are the recommended diagnostic methods for suspected venous thromboembolism?
NG15_Antimicrobial stewardship: systems and processes for effective antimicrobial medicine use & Overview,NG15,What are the recommended systems and processes for antimicrobial stewardship to promote effective antimicrobial use?
NG15_What is this guideline about and who is it for?,NG15,What are the best practices for antimicrobial stewardship in health and social care settings?
NG15_Person-centred care,NG15,What are the principles of person-centred care and informed decision-making in antimicrobial treatment?
NG15_Recommendations: Terms used in this guideline,NG15,What is antimicrobial stewardship and how does it help prevent antimicrobial resistance?
NG15_Recommendations: 1.1 All antimicrobials - Part 1,NG15,What are the key components of an effective antimicrobial stewardship programme according to NICE guidelines?
NG15_Recommendations: 1.1 All antimicrobials - Part 2,NG15,What are the recommended strategies for establishing and supporting antimicrobial stewardship teams in healthcare settings?
NG15_Recommendations: 1.1 All antimicrobials - Part 3,NG15,What are best practices for antimicrobial stewardship and prescribing guidelines?
NG15_Recommendations: 1.1 All antimicrobials - Part 4,NG15,What are the NICE guidelines for antimicrobial prescribing and stewardship in primary and hospital care?
NG15_Recommendations: 1.1 All antimicrobials - Part 5,NG15,What are the recommended approaches for prescribing antimicrobials and managing antimicrobial use in clinical practice?
NG15_Recommendations: 1.2 New antimicrobials - Part 1,NG15,What are the recommended processes for introducing and monitoring new antimicrobials in healthcare settings?
NG15_Recommendations: 1.2 New antimicrobials - Part 2,NG15,What factors should be considered when evaluating a new antimicrobial for local formulary inclusion?
NG15_Implementation: getting started: The challenge: changing prescribing practice for antimicrobials - Part 1,NG15,What strategies can healthcare organizations use to improve antimicrobial prescribing practices and reduce antimicrobial resistance?
NG15_Implementation: getting started: The challenge: changing prescribing practice for antimicrobials - Part 2,NG15,What strategies can commissioners and healthcare providers use to improve antimicrobial stewardship through data collection and information systems?
NG15_Implementation: getting started: Further resources,NG15,What resources are available to support antimicrobial stewardship and resistance management in primary care?
NG15_Recommendations for research,NG15,What are effective strategies to reduce antimicrobial resistance through antimicrobial stewardship and prescribing practices?
NG164_COVID-19 rapid guideline: haematopoietic stem cell transplantation & Overview,NG164,What are the current NICE recommendations for haemopoietic stem cell transplantation during COVID-19?
NG164_1 Minimising the risks of COVID-19,NG164,What are the recommended strategies to reduce COVID-19 transmission risk in transplant centres?
NG164_2 Pre-transplant care: Transplant recipients,NG164,What precautions should transplant patients take to reduce respiratory infection risk before haematopoietic stem cell transplantation?
NG164_2 Pre-transplant care: Transplant donors & 3 Post-transplant care,NG164,What are the recommended precautions for transplant donors to minimise COVID-19 exposure and transmission risk?
NG164_4 Service provision and organisation,NG164,What are the recommended policies for healthcare staff returning to work after COVID-19 in transplant units?
"NG16_Dementia, disability and frailty in later life – mid-life approaches to delay or prevent onset & Overview - Part 1",NG16,"What are effective mid-life strategies to prevent dementia, disability, and frailty in later life?"
NG16_Overview - Part 2,NG16,What interventions can help promote healthy lifestyle changes to reduce dementia and frailty risk in older adults?
NG16_Recommendations: Promoting healthy lifestyles - Part 1,NG16,What are effective strategies to promote healthy lifestyles and reduce dementia risk in the population?
NG16_Recommendations: Promoting healthy lifestyles - Part 2,NG16,"What are effective strategies for promoting healthy behaviors to reduce the risk of dementia, disability, and frailty in mid-life?"
NG16_Recommendations: Promoting healthy lifestyles - Part 3,NG16,What strategies are recommended to prevent illegal tobacco sales and promote smoke-free environments?
NG16_Recommendations: Promoting healthy lifestyles - Part 4,NG16,What strategies can local authorities use to reduce alcohol availability and promote healthy eating?
NG16_Recommendations: Service organisation and delivery - Part 1,NG16,What strategies are recommended for delivering accessible and culturally appropriate behaviour change services to reduce non-communicable diseases?
NG16_Recommendations: Service organisation and delivery - Part 2,NG16,"What strategies can healthcare providers use to promote physical activity and reduce dementia, disability, and frailty risk?"
NG16_Recommendations: Service organisation and delivery - Part 3,NG16,What training and support are recommended for health and social care professionals to promote behaviour change and reduce health risks in older adults?
NG16_Recommendations: Service organisation and delivery - Part 4,NG16,What strategies does NICE recommend for supporting healthy lifestyle changes in the workplace?
NG16_Recommendations: Terms used in this guideline - Part 1,NG16,What is the difference between brief advice and brief interventions in healthcare?
NG16_Recommendations: Terms used in this guideline - Part 2,NG16,What are the recommended individual-level interventions for managing dementia and frailty in older adults?
NG16_Recommendations: Terms used in this guideline - Part 3 & Who should take action?: Introduction - Part 1,NG16,What are the key public health strategies for promoting healthy aging in mid-life?
NG16_Who should take action?: Introduction - Part 2,NG16,Who is responsible for implementing public health actions according to NICE guidelines?
NG16_Context - Part 1,NG16,"What are mid-life strategies to reduce the risk of dementia, disability, and frailty?"
NG16_Context - Part 2,NG16,What are the main types of dementia and how can their risk be reduced?
NG16_Context - Part 3,NG16,What lifestyle factors are associated with successful ageing and increased life expectancy?
NG16_Context - Part 4,NG16,What are the expected health outcomes and disability considerations for older adults in the UK?
NG16_Context - Part 5,NG16,What are the implications of sensory disabilities and frailty for managing older adults with multimorbidity?
NG16_Considerations: General considerations - Part 1,NG16,What are the primary prevention strategies for reducing the risk of dementia and frailty?
NG16_Considerations: General considerations - Part 2,NG16,What are effective strategies for promoting behavioral changes in mid-life to reduce the risk of dementia and frailty?
NG16_Considerations: General considerations - Part 3,NG16,What are effective population and individual strategies for reducing non-communicable diseases through behavior change and addressing social determinants?
NG16_Considerations: General considerations - Part 4,NG16,"What are the current recommendations for alcohol consumption and risk assessment in children, young people, and adults?"
NG16_Considerations: The evidence - Part 1,NG16,"What evidence is available on interventions for mid-life populations to prevent dementia, disability, and frailty?"
NG16_Considerations: The evidence - Part 2,NG16,"What are effective interventions for preventing dementia and frailty related to mid-life vision, hearing, and sleep disorders?"
NG16_Considerations: The evidence - Part 3,NG16,What are the benefits of physical activity and education in reducing dementia risk?
NG16_Considerations: The evidence - Part 4,NG16,What are the recommended interventions to reduce dementia risk through physical activity and behavioral risk management in mid-life?
NG16_Recommendations for research,NG16,What are the most effective interventions to promote healthy behaviors and reduce risk factors for dementia and frailty in mid-life?
NG16_References - Part 1,NG16,What are the latest recommendations for managing multimorbidity in primary care?
NG16_References - Part 2,NG16,What are the key factors influencing healthy aging and dementia prevention in older adults?
NG16_Summary of the methods used to develop this guideline: Introduction & Summary of the methods used to develop this guideline: Guideline development & Summary of the methods used to develop this guideline: Key questions,NG16,"What are the most effective interventions in mid-life to promote healthy behaviors and prevent dementia, frailty, and chronic diseases?"
NG16_Summary of the methods used to develop this guideline: Reviewing the evidence - Part 1,NG16,"What is the evidence on the effectiveness of mid-life interventions for promoting healthy behaviors to prevent dementia, disability, and frailty?"
NG16_Summary of the methods used to develop this guideline: Reviewing the evidence - Part 2,NG16,What are the service delivery factors that influence the uptake and maintenance of healthy lifestyle programmes for adults aged 40 to 64 in the UK?
NG16_Summary of the methods used to develop this guideline: Reviewing the evidence - Part 3 & Summary of the methods used to develop this guideline: Cost effectiveness,NG16,How is the quality of evidence assessed and graded in NICE public health guidelines?
NG16_Summary of the methods used to develop this guideline: How the PHAC formulated the recommendations & The evidence: Introduction,NG16,How does NICE develop recommendations based on evidence and expert consensus?
NG16_The evidence: How the evidence and expert papers link to the recommendations - Part 1,NG16,How are evidence and expert papers used to develop NICE guideline recommendations?
NG16_The evidence: How the evidence and expert papers link to the recommendations - Part 2,NG16,What are the recommended evidence-based practices for clinical management according to NICE guidelines?
NG16_The evidence: Expert papers & The evidence: Economic modelling,NG16,What are the cost-effectiveness considerations for physical activity interventions in mid-life to prevent dementia?
NG16_Gaps in the evidence - Part 1,NG16,What is the evidence on psychosocial risk factors and their impact on dementia and frailty in mid-life?
NG16_Gaps in the evidence - Part 2,NG16,"What is the evidence on the effectiveness of interventions to improve sleep and prevent dementia, disability, and frailty?"
NG17_Type 1 diabetes in adults: diagnosis and management & Overview,NG17,What are the recommended approaches for diagnosing and managing type 1 diabetes in adults?
NG17_Recommendations: 1.1 Diagnosis and early care plan - Part 1,NG17,What are the recommended methods for diagnosing type 1 diabetes in adults?
NG17_Recommendations: 1.1 Diagnosis and early care plan - Part 2,NG17,What are the recommended assessments and care planning steps for adults with new-onset diabetes aged 60 and over to evaluate for pancreatic cancer?
NG17_Recommendations: 1.1 Diagnosis and early care plan - Part 3,NG17,What should be included in an individualized management plan for adults with type 1 diabetes?
NG17_Recommendations: 1.2 Support and individualised care - Part 1,NG17,How should care and support be tailored for adults with type 1 diabetes?
NG17_Recommendations: 1.2 Support and individualised care - Part 2,NG17,What are the recommended follow-up intervals and key components of diabetes review appointments?
NG17_Recommendations: 1.3 Education and information - Part 1,NG17,What are the recommended structured education programmes for adults with type 1 diabetes?
